Provider_N,Location,County,Address,City,State,Zip,MailingAdd,MailingCit,MailingSta,MailingZip,Email,Phone,LicenseCap,Operation_,Operatio_1,Hours_Open,Hours_Clos,Infant_0_T,Toddler_13,Preschool_,Pre_K_Serv,School_Age,Ages_Other,Accepts_Ch,Has_Evenin,Has_Drop_I,Has_School,Has_Transp,Has_Tran_1,Has_Cacfp,Accreditat,Program_Ty,Provider_T,Exemption_,Available_,Funded_Pre,QR_Partici,QR_Rated,QR_Rating,Region,addrstatus,addrtype,addrlocat
LSS-25595,Mattie Lively Elementary,Bulloch,204 Debbie Drive,Statesboro,GA,"30458",204 Debbie Drive,Statesboro,GA,"30458",lmascolo@bullochschools.org,(912) 212-8760,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.4695005,-81.78664789999999"
LSS-1096,Max V. Tolbert Elementary,Gordon,1435 Hall Memorial Rd.  NW,Resaca,GA,30735-9574,1435 Hall Memorial Rd.  NW,Resaca,GA,30735-9574,hsisson@gcbe.org,(706) 629-4404,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.570687,-84.97334529999999"
LSS-551,Maxwell Elementary,McDuffie,520 Mt. Pleasant Road,Thomson,GA,30824-1111,520 Mt. Pleasant Road,Thomson,GA,30824-1111,bennettd@mcduffie.k12.ga.us,(706) 986-4800,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"84","84",FALSE,FALSE,NA,CE,OK,RANGE_INTERPOLATED,"33.4545806,-82.514201"
LSS-25673,Maxwell High School of Technology Pre-K,Gwinnett,990 McElvaney Lane,Lawrenceville,GA,"30044",990 McElvaney Lane,Lawrenceville,GA,"30044",Brian_Stiltner@gwinnett.k12.ga.us,(770) 338-4624,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"40","40",FALSE,FALSE,NA,NE,OK,ROOFTOP,"33.9542984,-84.0595244"
LSS-721,Maysville Elementary,Jackson,9270 Highway 82 Spur,Maysville,GA,30558-2101,9270 Highway 82 Spur,Maysville,GA,30558-2101,marchibald@jcss.us,(706) 652-2241,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NE,OK,RANGE_INTERPOLATED,"34.2502895,-83.65800349999999"
LSS-38585,McAllister Elementary School,Bryan,224 Veterans Memorial Parkway,Richmond Hill,GA,"31324",224 Veterans Memorial Parkway,Richmond Hill,GA,"31324",cmiller@bryan.k12.ga.us,(912) 851-4040,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.8787867,-81.2531176"
LSS-358,McBean Elementary,Richmond,1165 Hephzibah-McBean Road,Hephzibah,GA,30815-0158,1165 Hephzibah-McBean Road,Hephzibah,GA,30815-0158,dallaja@boe.richmond.k12.ga.us,(706) 592-4521,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.2634169,-81.981768"
LSS-36875,McEver Arts Academy,Hall,3265 Montgomery Drive,Gainesville,GA,"30504",3265 Montgomery Drive,Gainesville,GA,"30504",jennifer.deaton@hallco.org,(770) 534-7473,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.2752495,-83.8846733"
GAHS-28478,McEver Elementary,Hall,3265 Montgomery Drive,Gainesville,GA,"30504",1300 Athens Street,Gainesville,GA,"30507",maureen.franklin@ndohs.org,(770) 536-1816,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,GA Head Start,GAHS,NA,"22","22",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.2752495,-83.8846733"
LSS-1574,McGarrah Elementary,Clayton,2201 Lake Harbin Rd.,Morrow,GA,30260-1939,2201 Lake Harbin Rd.,Morrow,GA,30260-1939,Mekia.Henderson@clayton.k12.ga.us,(770) 968-2910,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.5817542,-84.3183865"
DOD-30724,McGraw Child Development Center,Muscogee,Building 11306,Fort Benning,GA,"31905",Building 228 Kilgore Street,Fort Benning,GA,"31905",samantha.l.thies.naf@mail.mil,(706) 544-1769,"0",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,05:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Department of Defense,DOD,NA,"44","44",TRUE,FALSE,NA,SW,OK,APPROXIMATE,"32.3530561,-84.9552211"
LSS-1309,McLendon Elementary,DeKalb,3169 Hollywood Dr.,Decatur,GA,30033-5104,3169 Hollywood Dr.,Decatur,GA,30033-5104,kia_a_billingsley@Dekalbschoolsga.org,(678) 676-5902,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.8043217,-84.26204059999999"
LSS-359,Meadowbrook Elementary,Richmond,3630 Goldfinch Dr.,Augusta,GA,30906-4461,3630 Goldfinch Dr.,Augusta,GA,30906-4461,kylerbe@boe.richmond.k12.ga.us,(706) 796-4915,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.403776,-82.071876"
CCLC-17662,Meadowdale Learning Center - Elberta Road,Houston,1905 Elberta Rd.,Warner Robins,GA,"31093",1905 Elberta Rd.,Warner Robins,GA,"31093",meadowdaleelberta@yahoo.com,(478) 923-3574,"90",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.632562,-83.6518414"
CCLC-38873,Meadowdale Learning Center - Feagin Mill Road,Houston,1451 Feagin Mill Rd,Warner Robins,GA,"31088",1451 Feagin Mill Rd,Warner Robins,GA,"31088",mlcleverette@yahoo.com,(478) 953-1200,"157",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:15:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.571706,-83.6949942"
CCLC-17661,Meadowdale Learning Center - Houston Lake Road,Houston,1797 Houston Lake Rd.,Perry,GA,"31069",1797 Houston Lake Rd.,Perry,GA,"31069",meadowdaleperry@windstream.net,(478) 987-9070,"134",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,SW,OK,ROOFTOP,"32.4721831,-83.71115429999999"
CCLC-17660,Meadowdale Learning Center - Leverett Road,Houston,1314 Leverett Rd.,Warner Robins,GA,"31088",1314 Leverett Rd.,Warner Robins,GA,"31088",mlcleverette@yahoo.com,(478) 953-5101,"160",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:15:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.6013989,-83.67168649999999"
CCLC-17663,Meadowdale Learning Center - Moody Road,Houston,2100 Moody Rd.,Warner Robins,GA,"31088",2100 Moody Rd.,Warner Robins,GA,"31088",meadowdalelearni@bellsouth.net,(478) 929-2630,"140",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:15:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,SW,OK,ROOFTOP,"32.5946909,-83.62307849999999"
CCLC-48467,Meadows Montessori School,Cobb,111 Bells Ferry Lane,Marietta,GA,"30066",111 Bells Ferry Lane,Marietta,GA,"30066",meadowsmontessori@yahoo.com,(770) 218-6347,"95",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9913197,-84.5496967"
LSS-50,Medlock Bridge Elementary,Fulton,10215 Medlock Bridge Parkway,Johns Creek,GA,"30022",10215 Medlock Bridge Parkway,Johns Creek,GA,"30022",vancem@fultonschools.org,(470) 254-2980,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.0290774,-84.1904228"
LSS-51272,Memorial Drive,Ware,2580 Ambrose Street,Waycross,GA,"31503",2580 Ambrose Street,Waycross,GA,"31503",sbenefield@ware.k12.ga.us,(912) 287-2327,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.189663,-82.3196713"
LSS-1443,Menlo Pre-K,Chattooga,2430 Hwy 337,Menlo,GA,"30731",2430 Hwy 337,Menlo,GA,"30731",mpickle@chattooga.k12.ga.us,(706) 862-2323,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.4767878,-85.4746383"
LSS-360,Merry Elementary,Richmond,415 Boy Scout Road,Augusta,GA,"30903",415 Boy Scout Road,Augusta,GA,"30903",mungoki@boe.richmond.k12.ga.us,(706) 737-7185,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.496323,-82.039692"
LSS-658,Middle Ridge,Newton,11649 South Covington Bypass Road,Covington,GA,"30014",11649 South Covington Bypass Road,Covington,GA,"30014",edwards.ron@newton.k12.ga.us,(770) 385-6463,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.5620452,-83.8746407"
LSS-626,Midland Academy,Muscogee,7373 Psalmond Road,Midland,GA,"31820",7373 Psalmond Road,Midland,GA,"31820",miley.janice.s@muscogee.k12.ga.us,(706) 569-3664,"0",NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.5564145,-84.865611"
LSS-1312,Midvale Elementary,DeKalb,3836 Midvale Rd.,Tucker,GA,30084-3300,3836 Midvale Rd.,Tucker,GA,30084-3300,tara_dougherty@dekalbschoolsga.org,(678) 874-3402,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.8567358,-84.23501999999999"
LSS-30742,Midway Elementary School,Pierce,3244 Midway Church Rd.,Blackshear,GA,"31516",3244 Midway Church Rd.,Blackshear,GA,"31516",btodd@pierce.k12.ga.us,(912) 807-0084,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,RANGE_INTERPOLATED,"31.247595,-82.2720686"
LSS-1651,Miles Elementary,Fulton,4215 Bakers Ferry Rd. SW,Atlanta,GA,"30331",4215 Bakers Ferry Rd. SW,Atlanta,GA,"30331",perryt@atlanta.k12.ga.us,(404) 802-8900,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"33.7553353,-84.5255775"
CCLC-574,Mill Creek Academy,Gwinnett,1061 Old Peachtree Road,Lawrenceville,GA,"30043",1061 Old Peachtree Road,Lawrenceville,GA,"30043",kellycobb@charter.net,(770) 339-3330,"211",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"88","88",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.034519,-83.99014679999999"
CCLC-575,Mill Creek Day Care Center,Whitfield,382 Babb Road,Rocky Face,GA,"30740",382 Babb Road,Rocky Face,GA,"30740",millcreekcenter@yahoo.com,(706) 673-6651,"61",JAN FEB MAR APR JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:45:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NE,OK,ROOFTOP,"34.736382,-85.035488"
LSS-1745,Mill Creek Elementary School,Bulloch,239 Beasley Road,Statesboro,GA,"30461",239 Beasley Road,Statesboro,GA,"30461",dminick@bullochschools.org,(912) 212-8780,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.4536149,-81.74648959999999"
CCLC-26143,Millennium Academy,Haralson,110 Redding Drive,Bremen,GA,"30110",110 Redding Drive,Bremen,GA,"30110",jcw0224@att.net,(770) 537-6464,"94",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",NW,OK,ROOFTOP,"33.7195243,-85.12131409999999"
LSS-1213,Miller Elementary,Houston,101 Pine Valley Dr.,Warner Robins,GA,31088-4007,101 Pine Valley Dr.,Warner Robins,GA,31088-4007,katina.gibson@hcbe.net,(478) 929-7814,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.615256,-83.63871999999999"
LSS-1053,Mimosa Elementary,Fulton,1550 Warsaw Rd.,Roswell,GA,30076-1532,1550 Warsaw Road,Roswell,GA,"30076",holcolmbem1@fultonschools.org,(470) 254-4540,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.036083,-84.331346"
CCLC-299,Minnie Howell Child Development Center,Fulton,399 Macedonia Road SE,Atlanta,GA,"30354",399 Macedonia Road SE,Atlanta,GA,"30354",mbirch@premier-academy.org,(404) 366-3700,"324",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NAEYC,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",NW,OK,ROOFTOP,"33.6630797,-84.3760132"
CCLC-31867,Miss Daisy's Darlings Day Care Center,Tift,3004 US Highway 41,Tifton,GA,"31793",Post Office Box 7104,Tifton,GA,"31793",daisydarlings2@att.net,(229) 387-7172,"105",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,17:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",SW,OK,ROOFTOP,"31.4335466,-83.4989107"
CCLC-582,Miss Mothers Kiddie Care & Preschool,Lowndes,213 N. Nelson Street,Hahira,GA,"31632",5130 Old US 41 N,Hahira,GA,"31632",dstith@missmothers.com,(229) 794-3766,"108",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",SE,OK,ROOFTOP,"30.9936798,-83.3682121"
LSS-30997,Mission Road Elementary,Bartow,1100 Mission Rd. SW,Cartersville,GA,"30120",1100 Mission Rd. SW,Cartersville,GA,"30120",shughes@bartow.k12.ga.us,(770) 606-5863,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.162487,-84.880583"
LSS-585,Mitchell County Primary School,Mitchell,50 Griffin Road,Camilla,GA,"31730",50 Griffin Road,Camilla,GA,"31730",donna_johnson@mitchell.k12.ga.us,(229) 336-8250,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,RANGE_INTERPOLATED,"31.2360922,-84.235478"
LSS-1015,Model Elementary,Floyd,3200 Calhoun Hwy.  NE,Rome,GA,30161-9605,3200 Calhoun Hwy.  NE,Rome,GA,30161-9605,ahays@floydboe.net,(706) 236-1827,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.3081176,-85.0991803"
LSS-22754,Monroe Elementary,Walton,140 Dillard Drive,Monroe,GA,"30656",140 Dillard Drive,Monroe,GA,"30656",zswint@walton.k12.ga.us,(770) 207-3205,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.8217571,-83.7371"
LSS-38,Montclair Elementary,DeKalb,1680 Clairmont Pl NE,Atlanta,GA,30329-1610,1680 Clairmont Pl NE,Atlanta,GA,30329-1610,Laura_Baez@Dekalbschoolsga.org,(678) 874-7302,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.8479799,-84.3196074"
LSS-362,Monte Sano Elementary,Richmond,2164 Richmond Avenue,Augusta,GA,"30909",2164 Richmond Avenue,Augusta,GA,"30909",scoggcy@boe.richmond.k12.ga.us,(706) 481-1831,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.468134,-82.0156137"
CCLC-50330,Montessori Kids Universe,Forsyth,4040 Johns Creek Pkwy.,Suwanee,GA,"30024",220 Lazy Shade Ct,Johns Creek,GA,"30097",shweta830@gmail.com,(770) 814-3007,"100",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.0698366,-84.1635036"
CCLC-35611,Montessori School of Snellville at Childcare Network #234,Gwinnett,2350 Wisteria Dr.,Snellville,GA,"30078",2350 Wisteria Dr.,Snellville,GA,"30078",cni234@childcarenetwork.com,(770) 979-0500,"97",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",NE,OK,ROOFTOP,"33.8585315,-84.0124046"
LSS-590,Montgomery County Elementary School,Montgomery,900 Martin Luther King Drive,Ailey,GA,30410-1111,703 Dobbins,Mount Vernon,GA,"30445",awalters@montgomery.k12.ga.us,(912) 583-4132,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.1937321,-82.5797116"
LSS-1314,Montgomery Elementary,DeKalb,3995 Ashford Dunwoody Rd.  NE,Atlanta,GA,30319-1855,3995 Ashford Dunwoody Rd.  NE,Atlanta,GA,30319-1855,Lori_m_bolds@Dekalbschoolsga.org,(678) 676-7502,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,GEOMETRIC_CENTER,"33.9093014,-84.33218320000002"
